Unique_ID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Metabolism_W,Temperature_C,Q10,Trophic,Group,Family,Genus,Reference,Note_mass,Note_metabolism,Note_name
851,1,9,Mammal,Rodentia,Mystromys albicaudatus,93.8,0.707,33.15,2.81,Omnivore,Eutherian,Mystromys,Nesomyidae,AnAge Data; HAGRID: 2737; Refs: 36;420;434;455;542;600;000;000,,captivity; small sample size; acceptable quality,White-tailed mouse
852,1,9,Mammal,Rodentia,Mystromys albicaudatus,93.8,0.705555556,33.8,2.81,Omnivore,Eutherian,Nesomyidae,Mystromys,Downs and Perrin (1995),,,
853,1,9,Mammal,Rodentia,Napaeozapus insignis,21.8,0.22,37.15,2.81,Omnivore,Eutherian,Napaeozapus,Dipodidae,AnAge Data; HAGRID: 2592; Refs: 36;420;434;441;455;600;000;000,,unknown; small sample size; low quality,Woodland jumping mouse
854,1,9,Mammal,Rodentia,Napaeozapus insignis,21.6,0.216666667,37,2.81,Omnivore,Eutherian,Dipodidae,Napaeozapus,Brower and Cade (1966),,,
855,1,1,Mammal,Rodentia,Neofiber alleni,258.1,1.208333333,37.1,2.81,Herbivore,Eutherian,Cricetidae,Neofiber,McNab (1992b),,,
856,1,1,Mammal,Rodentia,Neotoma albigula,177.6,0.735,36.15,2.81,Herbivore,Eutherian,Neotoma,Cricetidae,AnAge Data; HAGRID: 2536; Refs: 36;420;434;441;455;600;000,,captivity; small sample size; acceptable quality,White-throated woodrat
857,1,1,Mammal,Rodentia,Neotoma albigula,193.6,0.788888889,,2.81,Herbivore,Eutherian,Cricetidae,Neotoma,Brown (1968),,,
858,1,1,Mammal,Rodentia,Neotoma cinerea,256.5,1.152,,2.81,Herbivore,Eutherian,Neotoma,Cricetidae,AnAge Data; HAGRID: 2537; Refs: 36;455;610;623;671;600;000;000,,unknown; tiny sample size; low quality,Bushy-tailed woodrat
859,1,1,Mammal,Rodentia,Neotoma cinerea,320.9,1.397222222,,2.81,Herbivore,Eutherian,Cricetidae,Neotoma,Brown (1968),,,
860,1,1,Mammal,Rodentia,Neotoma fuscipes,186.7,0.822222222,36.6,2.81,Herbivore,Eutherian,Cricetidae,Neotoma,Lee (1963),,,
861,1,1,Mammal,Rodentia,Neotoma lepida,112.5,0.46,36.95,2.81,Herbivore,Eutherian,Neotoma,Cricetidae,AnAge Data; HAGRID: 2539; Refs: 36;420;455;671,,captivity; small sample size; acceptable quality,Desert woodrat
862,1,1,Mammal,Rodentia,Neotoma lepida,138.5,0.555555556,36.8,2.81,Herbivore,Eutherian,Cricetidae,Neotoma,Lee (1963),,,
863,1,9,Mammal,Rodentia,Notomys alexis,32.3,0.252,38.15,2.81,Omnivore,Eutherian,Notomys,Muridae,AnAge Data; HAGRID: 2699; Refs: 36;420;434;455;610;600;000;000,,captivity; medium sample size; acceptable quality,Spinifex hopping mouse
864,1,9,Mammal,Rodentia,Notomys alexis,32.3,0.252777778,38,2.81,Omnivore,Eutherian,Muridae,Notomys,MacMillen and Lee (1970),,,
865,1,9,Mammal,Rodentia,Notomys cervinus,34.2,0.233333333,38.45,2.81,Omnivore,Eutherian,Muridae,Notomys,MacMillen and Lee (1970),,,
866,1,1,Mammal,Rodentia,Ochrotomys nuttalli,19.5,0.151,36.55,2.81,Herbivore,Eutherian,Ochrotomys,Cricetidae,AnAge Data; HAGRID: 2542; Refs: 36;420;434;455;538;600;000;000,,captivity; small sample size; acceptable quality,Golden mouse
867,1,1,Mammal,Rodentia,Ochrotomys nuttalli,19.5,0.15,,2.81,Herbivore,Eutherian,Cricetidae,Ochrotomys,Layne and Dolan (1975),,,
868,1,1,Mammal,Rodentia,Octodon bridgesi,176.1,1.022222222,,2.81,Herbivore,Eutherian,Octodontidae,Octodon,Bozinovic (1992),,,
869,1,1,Mammal,Rodentia,Octodon degus,199.6,0.958,37.75,2.81,Herbivore,Eutherian,Octodon,Octodontidae,AnAge Data; HAGRID: 2740; Refs: 36;420;434;455;610;600;000;000,,captivity; large sample size; acceptable quality,Degu
870,1,1,Mammal,Rodentia,Octodon degus,206,1.069444444,37.6,2.81,Herbivore,Eutherian,Octodontidae,Octodon,Arends and McNab (2001),,,
871,1,1,Mammal,Rodentia,Octodon lunatus,173.2,0.955555556,,2.81,Herbivore,Eutherian,Octodontidae,Octodon,Bozinovic (1992),,,
872,1,1,Mammal,Rodentia,Octodontomys gliroides,154.1,0.715,37.35,2.81,Herbivore,Eutherian,Octodontomys,Octodontidae,AnAge Data; HAGRID: 2741; Refs: 36;420;434;455;610;600,,unknown; small sample size; low quality,Mountain degu
873,1,1,Mammal,Rodentia,Octodontomys gliroides,152,0.730555556,37.2,2.81,Herbivore,Eutherian,Octodontidae,Octodontomys,Arends and McNab (2001),,,
874,1,1,Mammal,Rodentia,Octomys mimax,118.6,0.641666667,,2.81,Herbivore,Eutherian,Octodontidae,Octomys,Bozinovic (1992),,,
875,1,1,Mammal,Rodentia,Oligoryzomys longicaudatus,28.2,0.286111111,37.3,2.81,Herbivore,Eutherian,Cricetidae,Oligoryzomys,Bozinovic and Rosenmann (1988),,,
876,1,1,Mammal,Rodentia,Ondatra zibethicus,976.3,4.363,37.55,2.81,Herbivore,Eutherian,Ondatra,Cricetidae,AnAge Data; HAGRID: 2543; Refs: 36;420;434;441;455;600;000;000;000;000,,unknown; tiny sample size; low quality,Muskrat
877,1,1,Mammal,Rodentia,Ondatra zibethicus,1004.6,3.586111111,37.4,2.81,Herbivore,Eutherian,Cricetidae,Ondatra,McNab (1992b),,,
878,1,9,Mammal,Rodentia,Onychomys torridus,19.1,0.165,36.15,2.81,Omnivore,Eutherian,Onychomys,Cricetidae,AnAge Data; HAGRID: 2545; Refs: 36;420;434;441;455;600;000,,captivity; small sample size; acceptable quality,Southern grasshopper mouse
879,1,9,Mammal,Rodentia,Onychomys torridus,19.1,0.163888889,,2.81,Omnivore,Eutherian,Cricetidae,Onychomys,Whitford and Conley (1971),,,
880,1,1,Mammal,Rodentia,Otomys irroratus,102,0.474,37.75,2.81,Herbivore,Eutherian,Otomys,Muridae,AnAge Data; HAGRID: 2702; Refs: 36;420;434;455;610;600;000;000,,unknown; small sample size; low quality,Vlei rat
881,1,1,Mammal,Rodentia,Otomys irroratus,111.6,0.516666667,37.6,2.81,Herbivore,Eutherian,Muridae,Otomys,Haim and Fairall (1986),,,
882,1,1,Mammal,Rodentia,Oxymycterus roberti,83.5,0.508333333,38.25,2.81,Omnivore,Eutherian,Cricetidae,Oxymycterus,McNab (1984),,,
883,1,9,Mammal,Rodentia,Paraxerus cepapi,223.6,0.811,39.25,2.81,Omnivore,Eutherian,Paraxerus,Sciuridae,AnAge Data; HAGRID: 2779; Refs: 36;420;434;455;671;600;000,,unknown; tiny sample size; low quality,Smith's bush squirrel
884,1,9,Mammal,Rodentia,Paraxerus cepapi,223.6,0.811111111,39.45,2.81,Omnivore,Eutherian,Sciuridae,Paraxerus,Viljoen (1985),,,
885,1,9,Mammal,Rodentia,Paraxerus palliatus,366.6,1.472222222,39.85,2.81,Omnivore,Eutherian,Sciuridae,Paraxerus,Viljoen (1985),,,
886,1,1,Mammal,Rodentia,Parotomys brantsii,86.5,0.469444444,35.1,2.81,Herbivore,Eutherian,Muridae,Parotomys,DuPlessis et al. (1989),,,
887,1,1,Mammal,Rodentia,Pedetes capensis,2300,4.427,36.05,2.81,Herbivore,Eutherian,Pedetes,Pedetidae,AnAge Data; HAGRID: 2743; Refs: 36;420;434;455;542;600;000,,captivity; small sample size; acceptable quality,Springhare
888,1,1,Mammal,Rodentia,Pedetes capensis,2300,4.425,35.9,2.81,Herbivore,Eutherian,Pedetidae,Pedetes,MŸller et al. (1979),,,
889,1,1,Mammal,Rodentia,Perognathus flavus,8.3,0.097,34.75,2.81,Herbivore,Eutherian,Perognathus,Heteromyidae,AnAge Data; HAGRID: 2635; Refs: 36;420;455;520;538;600,,unknown; small sample size; low quality,Silky pocket mouse
890,1,1,Mammal,Rodentia,Perognathus flavus,8.3,0.097222222,34.6,2.81,Herbivore,Eutherian,Heteromyidae,Perognathus,Hinds and MacMillen (1985),,,
891,1,1,Mammal,Rodentia,Perognathus longimembris,8.5,0.061,34.85,2.81,Herbivore,Eutherian,Perognathus,Heteromyidae,AnAge Data; HAGRID: 2636; Refs: 36;420;434;441;455;500;000;000,,captivity; small sample size; acceptable quality,Little pocket mouse
892,1,1,Mammal,Rodentia,Perognathus longimembris,8.9,0.052777778,34.68,2.81,Herbivore,Eutherian,Heteromyidae,Perognathus,Chew et al. (1967),,,
893,1,1,Mammal,Rodentia,Perognathus parvus,19.2,0.16,,2.81,Herbivore,Eutherian,Perognathus,Heteromyidae,AnAge Data; HAGRID: 2638; Refs: 36;455;538;610;671;600,,captivity; small sample size; acceptable quality,Great Basin pocket mouse
894,1,9,Mammal,Rodentia,Peromyscus boylii,23.2,0.302777778,,2.81,Omnivore,Eutherian,Cricetidae,Peromyscus,Mazen and Rudd (1980),,,
895,1,9,Mammal,Rodentia,Peromyscus californicus,47,0.267,36.55,2.81,Omnivore,Eutherian,Peromyscus,Cricetidae,AnAge Data; HAGRID: 2546; Refs: 364;204;555;386;106;000;000;000;000,,captivity; small sample size; acceptable quality,California mouse
896,1,9,Mammal,Rodentia,Peromyscus californicus,49.6,0.325,36.4,2.81,Omnivore,Eutherian,Cricetidae,Peromyscus,McNab and Morrison (1963),,,
897,1,9,Mammal,Rodentia,Peromyscus crinitus,20.5,0.162,35.85,2.81,Omnivore,Eutherian,Peromyscus,Cricetidae,AnAge Data; HAGRID: 2547; Refs: 36;420;455;647;773,,captivity; small sample size; acceptable quality,Canyon mouse
898,1,9,Mammal,Rodentia,Peromyscus crinitus,20.9,0.172222222,,2.81,Omnivore,Eutherian,Cricetidae,Peromyscus,McNab and Morrison (1963),,,
899,1,9,Mammal,Rodentia,Peromyscus eremicus,21,0.173,36.75,2.81,Omnivore,Eutherian,Peromyscus,Cricetidae,AnAge Data; HAGRID: 2548; Refs: 36;420;434;455;610;600;000;000,,captivity; medium sample size; acceptable quality,Cactus mouse
900,1,9,Mammal,Rodentia,Peromyscus eremicus,21.5,0.180555556,36.6,2.81,Omnivore,Eutherian,Cricetidae,Peromyscus,McNab and Morrison (1963),,,
901,1,9,Mammal,Rodentia,Peromyscus gossypinus,21.5,0.205555556,,2.81,Omnivore,Eutherian,Cricetidae,Peromyscus,Glenn (1970),,,
902,1,9,Mammal,Rodentia,Peromyscus leucopus,22.3,0.213,36.85,2.81,Omnivore,Eutherian,Peromyscus,Cricetidae,AnAge Data; HAGRID: 2550; Refs: 2;36;74;304;305;306;307;308;309;310;311;312;313;314;315;326;420;436;441;455;534;542;606;610;671;676;680;731;773;777;917;1115;1143,,captivity; small sample size; acceptable quality,White-footed mouse
903,1,9,Mammal,Rodentia,Peromyscus leucopus,21.2,0.197222222,36.7,2.81,Omnivore,Eutherian,Cricetidae,Peromyscus,Deavers and Hudson (1981),,,
904,1,9,Mammal,Rodentia,Peromyscus maniculatus,20.5,0.219,36.75,2.81,Omnivore,Eutherian,Peromyscus,Cricetidae,AnAge Data; HAGRID: 2551; Refs: 36;59;308;420;434;436;441;455;610;676;680;715;731;773;776;777;917;1136;1143,,captivity; medium sample size; acceptable quality,Deer mouse
905,1,9,Mammal,Rodentia,Peromyscus maniculatus,19.1,0.216666667,36.8,2.81,Omnivore,Eutherian,Cricetidae,Peromyscus,McNab and Morrison (1963),,,
906,1,9,Mammal,Rodentia,Peromyscus megalops,66.2,0.505555556,,2.81,Omnivore,Eutherian,Cricetidae,Peromyscus,Musser and Shoemaker (1965),,,
907,1,9,Mammal,Rodentia,Peromyscus oreas,24.6,0.241666667,36.2,2.81,Omnivore,Eutherian,Cricetidae,Peromyscus,Hayward (1965),,,
908,1,9,Mammal,Rodentia,Peromyscus polionotus,12,0.12,,2.81,Omnivore,Eutherian,Peromyscus,Cricetidae,AnAge Data; HAGRID: 2552; Refs: 36;455;671;731;773,,captivity; medium sample size; acceptable quality,Oldfield mouse
909,1,9,Mammal,Rodentia,Peromyscus polionotus,12,0.119444444,,2.81,Omnivore,Eutherian,Cricetidae,Peromyscus,Glenn (1970),,,
910,1,9,Mammal,Rodentia,Peromyscus sitkensis,28.3,0.261111111,36,2.81,Omnivore,Eutherian,Cricetidae,Peromyscus,Hayward (1965),,,
911,1,9,Mammal,Rodentia,Peromyscus truei,33.1,0.307,36.85,2.81,Omnivore,Eutherian,Peromyscus,Cricetidae,AnAge Data; HAGRID: 2553; Refs: 364;344;556;106;716;000;000;000;000,,captivity; small sample size; acceptable quality,Pinyon mouse
912,1,9,Mammal,Rodentia,Peromyscus truei,33.2,0.347222222,36.7,2.81,Omnivore,Eutherian,Cricetidae,Peromyscus,McNab and Morrison (1963),,,
913,1,1,Mammal,Rodentia,Phenacomys intermedius,21.5,0.375,38.05,2.81,Herbivore,Eutherian,Phenacomys,Cricetidae,AnAge Data; HAGRID: 2554; Refs: 36;420;434;455;610;600;000,,unknown; small sample size; low quality,Western heather vole
914,1,1,Mammal,Rodentia,Phenacomys intermedius,21.5,0.375,37.9,2.81,Herbivore,Eutherian,Cricetidae,Phenacomys,McNab (1992b),,,
915,1,9,Mammal,Rodentia,Phodopus campbelli,24,0.219444444,35.7,2.81,Omnivore,Eutherian,Cricetidae,Phodopus,Weiner and Heldmaier (1987),,,
916,1,9,Mammal,Rodentia,Phodopus sungorus,31.3,0.313,36.25,2.81,Omnivore,Eutherian,Phodopus,Cricetidae,AnAge Data; HAGRID: 2557; Refs: 36;395;396;397;398;400;000;000;000;000;000,,captivity; medium sample size; acceptable quality,Dzhungarian hamster
917,1,9,Mammal,Rodentia,Phodopus sungorus,27.4,0.430555556,36.5,2.81,Omnivore,Eutherian,Cricetidae,Phodopus,Weiner and Heldmaier (1987),,,
918,1,9,Mammal,Rodentia,Phyllotis darwini,47,0.333,36.35,2.81,Omnivore,Eutherian,Phyllotis,Cricetidae,AnAge Data; HAGRID: 2558; Refs: 364;556;106;719;781;000,,unknown; tiny sample size; low quality,Darwin's leaf-eared mouse
919,1,9,Mammal,Rodentia,Phyllotis darwini,59,0.397222222,36.2,2.81,Omnivore,Eutherian,Cricetidae,Phyllotis,Bozinovic and Rosenmann (1988),,,
920,1,9,Mammal,Rodentia,Phyllotis magister,50.7,0.341666667,,2.81,Omnivore,Eutherian,Cricetidae,Phyllotis,Rezende et al. (2001),,,
921,1,9,Mammal,Rodentia,Phyllotis xanthopygus,36.4,0.311111111,,2.81,Omnivore,Eutherian,Cricetidae,Phyllotis,Rezende et al. (2001),,,
922,1,9,Mammal,Rodentia,Podomys floridanus,30.8,0.288,,2.81,Omnivore,Eutherian,Podomys,Cricetidae,AnAge Data; HAGRID: 2559; Refs: 36;434;455;538;610,,captivity; small sample size; acceptable quality,Florida mouse
923,1,9,Mammal,Rodentia,Podomys floridanus,30.8,0.288888889,,2.81,Omnivore,Eutherian,Cricetidae,Podomys,Glenn (1970),,,
924,1,1,Mammal,Rodentia,Poliocitellus franklinii,607,2.19,,2.81,Herbivore,Eutherian,Poliocitellus,Sciuridae,AnAge Data; HAGRID: 2786; Refs: 36;434;455;538;542;600;000;000;000,,captivity; small sample size; acceptable quality,Franklin's ground squirrel
925,1,9,Mammal,Rodentia,Proechimys semispinosus,498,1.75,38.05,2.81,Omnivore,Eutherian,Proechimys,Echimyidae,AnAge Data; HAGRID: 2601; Refs: 36;420;434;455;610;600;000;000,,captivity; small sample size; acceptable quality,Spiny rat
926,1,9,Mammal,Rodentia,Proechimys semispinosus,498,1.75,37.9,2.81,Omnivore,Eutherian,Echimyidae,Proechimys,Arends and McNab (2001),,,
927,1,1,Mammal,Rodentia,Pseudomys gracilicaudatus,79.8,0.466666667,37.4,2.81,Herbivore,Eutherian,Muridae,Pseudomys,Dawson and Dawson (1982),,,
928,1,1,Mammal,Rodentia,Pseudomys hermannsburgensis,12.2,0.130555556,37.75,2.81,Herbivore,Eutherian,Muridae,Pseudomys,MacMillen et al. (1972),,,
929,1,9,Mammal,Rodentia,Rattus colletti,165.7,0.683333333,36.2,2.81,Omnivore,Eutherian,Muridae,Rattus,Hinds et al. (1993),,,
930,1,9,Mammal,Rodentia,Rattus fuscipes,76,0.471,37.65,2.81,Omnivore,Eutherian,Rattus,Muridae,AnAge Data; HAGRID: 2715; Refs: 36;420;455;542;610;600;000,,captivity; small sample size; acceptable quality,Bush rat
931,1,9,Mammal,Rodentia,Rattus fuscipes,76,0.469444444,37.45,2.81,Omnivore,Eutherian,Muridae,Rattus,Collins (1973b),,,
932,1,9,Mammal,Rodentia,Rattus lutreolus,109,0.353,36.85,2.81,Omnivore,Eutherian,Rattus,Muridae,AnAge Data; HAGRID: 2716; Refs: 364;556;106;286;716;000;000;000,,captivity; small sample size; acceptable quality,Australian swamp rat
933,1,9,Mammal,Rodentia,Rattus lutreolus,109,0.352777778,36.7,2.81,Omnivore,Eutherian,Muridae,Rattus,Collins (1973a),,,
934,1,9,Mammal,Rodentia,Rattus norvegicus,206.9,1.404,37.25,2.81,Omnivore,Eutherian,Rattus,Muridae,AnAge Data; HAGRID: 2717; Refs: 1;2;36;117;119;121;174;188;189;378;434;436;441;455;511;607;610;680;707;715;776;777;851;857;858;915;960;962;981;1067;1103;1136,,captivity; large sample size; acceptable quality,Norway rat
935,1,9,Mammal,Rodentia,Rattus rattus,117,0.77,38.15,2.81,Omnivore,Eutherian,Rattus,Muridae,AnAge Data; HAGRID: 2718; Refs: 364;344;414;556;106;000;000;000;000,,captivity; large sample size; acceptable quality,Rat
936,1,9,Mammal,Rodentia,Rattus rattus,132,0.936111111,38,2.81,Omnivore,Eutherian,Muridae,Rattus,Collins and Bradshaw (1973),,,
937,1,9,Mammal,Rodentia,Rattus sordidus,187,0.594444444,35.9,2.81,Omnivore,Eutherian,Muridae,Rattus,Collins and Bradshaw (1973),,,
938,1,9,Mammal,Rodentia,Rattus villosissimus,247.8,0.811111111,36,2.81,Omnivore,Eutherian,Muridae,Rattus,Hinds et al. (1993),,,
939,1,1,Mammal,Rodentia,Reithrodon auritus,78.7,0.428,,2.81,Herbivore,Eutherian,Reithrodon,Cricetidae,AnAge Data; HAGRID: 2560; Refs: 36;434;455;610;671,,captivity; small sample size; acceptable quality,Bunny or coney rat
940,1,1,Mammal,Rodentia,Reithrodon auritus,78.7,0.430555556,,2.81,Herbivore,Eutherian,Cricetidae,Reithrodon,Bozinovic (1992),,,
941,1,9,Mammal,Rodentia,Reithrodontomys megalotis,9,0.13,36.95,2.81,Omnivore,Eutherian,Reithrodontomys,Cricetidae,AnAge Data; HAGRID: 2562; Refs: 36;420;434;455;610;600;000;000,,unknown; small sample size; low quality,Western harvest mouse
942,1,9,Mammal,Rodentia,Reithrodontomys megalotis,7.6,0.111111111,,2.81,Omnivore,Eutherian,Cricetidae,Reithrodontomys,Thompson (1985),,,
943,1,1,Mammal,Rodentia,Rhabdomys pumilio,39.6,0.179,37.15,2.81,Herbivore,Eutherian,Rhabdomys,Muridae,AnAge Data; HAGRID: 2719; Refs: 36;420;434;455;671;600;000,,captivity; medium sample size; acceptable quality,Four-striped grass mouse
944,1,1,Mammal,Rodentia,Rhabdomys pumilio,39.6,0.177777778,37.6,2.81,Herbivore,Eutherian,Muridae,Rhabdomys,Haim and Fourie (1980),,,
945,1,9,Mammal,Rodentia,Saccostomus campestris,68.1,0.274,35.45,2.81,Omnivore,Eutherian,Saccostomus,Nesomyidae,AnAge Data; HAGRID: 2738; Refs: 36;420;434;455;542;600;000,,captivity; small sample size; acceptable quality,Pouched mouse
946,1,9,Mammal,Rodentia,Saccostomus campestris,61.3,0.286111111,35.8,2.81,Omnivore,Eutherian,Nesomyidae,Saccostomus,Haim et al. (1991),,,
947,1,1,Mammal,Rodentia,Sciurus aberti,624,2.402,40.85,2.81,Herbivore,Eutherian,Sciurus,Sciuridae,AnAge Data; HAGRID: 2793; Refs: 36;420;455;538;610;600;000,,unknown; small sample size; low quality,Abert's squirrel
948,1,1,Mammal,Rodentia,Sciurus aberti,624,2.402777778,38.6,2.81,Herbivore,Eutherian,Sciuridae,Sciurus,Golightly and Ohmart (1978),,,
949,1,1,Mammal,Rodentia,Sciurus carolinensis,440,2.062,38.85,2.81,Herbivore,Eutherian,Sciurus,Sciuridae,AnAge Data; HAGRID: 2796; Refs: 362;632;644;204;414;000;000;000;000;000;000,,captivity; small sample size; acceptable quality,Eastern gray squirrel
950,1,9,Mammal,Rodentia,Scotinomys teguina,12,0.174,37.75,2.81,Omnivore,Eutherian,Scotinomys,Cricetidae,AnAge Data; HAGRID: 2564; Refs: 36;420;434;455;610;600;000;000,,unknown; small sample size; low quality,Alston's brown mouse
951,1,9,Mammal,Rodentia,Scotinomys teguina,12,0.175,37.9,2.81,Omnivore,Eutherian,Cricetidae,Scotinomys,Hill and Hooper (1971),,,
952,1,9,Mammal,Rodentia,Scotinomys xerampelinus,15.2,0.177777778,36.5,2.81,Omnivore,Eutherian,Cricetidae,Scotinomys,Hill and Hooper (1971),,,
953,1,9,Mammal,Rodentia,Sekeetamys calurus,63.6,0.274,37.65,2.81,Omnivore,Eutherian,Sekeetamys,Muridae,AnAge Data; HAGRID: 2721; Refs: 36;420;455;542;671,,captivity; medium sample size; acceptable quality,Bushy-tailed jird
954,1,9,Mammal,Rodentia,Sekeetamys calurus,59.5,0.255555556,,2.81,Omnivore,Eutherian,Muridae,Sekeetamys,Haim and Borut (1986),,,
955,1,1,Mammal,Rodentia,Sicista betulina,10,0.179,36.15,2.81,Herbivore,Eutherian,Sicista,Dipodidae,AnAge Data; HAGRID: 2593; Refs: 36;420;434;455;542;600;000,,unknown; small sample size; low quality,Northern birch mouse
956,1,9,Mammal,Rodentia,Sigmodon alleni,155.6,1.155555556,,2.81,Omnivore,Eutherian,Cricetidae,Sigmodon,Bowers (1971),,,
957,1,9,Mammal,Rodentia,Sigmodon fulviventer,166.4,1.363888889,,2.81,Omnivore,Eutherian,Cricetidae,Sigmodon,Bowers (1971),,,
958,1,9,Mammal,Rodentia,Sigmodon hispidus,159.6,1.085,38.25,2.81,Omnivore,Eutherian,Sigmodon,Cricetidae,AnAge Data; HAGRID: 2565; Refs: 36;360;361;420;434;400;000;000;000;000;000;000;000,,captivity; medium sample size; acceptable quality,Hispid cotton rat
959,1,9,Mammal,Rodentia,Sigmodon hispidus,152.4,0.705555556,38.1,2.81,Omnivore,Eutherian,Cricetidae,Sigmodon,Scheck (1982),,,
960,1,9,Mammal,Rodentia,Sigmodon leucotis,128.6,1.038888889,,2.81,Omnivore,Eutherian,Cricetidae,Sigmodon,Bowers (1971),,,
961,1,9,Mammal,Rodentia,Sigmodon ochrognathus,115.1,0.861111111,,2.81,Omnivore,Eutherian,Cricetidae,Sigmodon,Bowers (1971),,,
962,1,1,Mammal,Rodentia,Spalacopus cyanus,126.2,0.561,36.65,2.81,Herbivore,Eutherian,Spalacopus,Octodontidae,AnAge Data; HAGRID: 2742; Refs: 36;420;434;610;671;900,,captivity; small sample size; acceptable quality,Coruro
963,1,1,Mammal,Rodentia,Spalacopus cyanus,136,0.569444444,36.4,2.81,Herbivore,Eutherian,Octodontidae,Spalacopus,Arends and McNab (2001),,,
964,1,1,Mammal,Rodentia,Spalax ehrenbergi,133.8,0.585,35.7,2.81,Herbivore,Eutherian,Spalax,Spalacidae,AnAge Data; HAGRID: 2830; Refs: 364;204;346;046;757;000;000;000;000;000;000,,captivity; small sample size; acceptable quality,Palestine mole rat
965,1,1,Mammal,Rodentia,Spalax ehrenbergi,128,0.613888889,,2.81,Herbivore,Eutherian,Spalacidae,Spalax,Nevo and Shkolnik (1974),,,
966,1,1,Mammal,Rodentia,Spalax leucodon,201,0.830555556,36.6,2.81,Herbivore,Eutherian,Spalacidae,Spalax,McNab (1979b),,,
967,1,9,Mammal,Rodentia,Spermophilus armatus,319.9,0.813888889,35.55,2.81,Omnivore,Eutherian,Sciuridae,Spermophilus,Hudson et al. (1972),,,
968,1,9,Mammal,Rodentia,Spermophilus beecheyi,599.6,1.772222222,37.6,2.81,Omnivore,Eutherian,Sciuridae,Spermophilus,Baudinette (1972),,,
969,1,9,Mammal,Rodentia,Spermophilus beldingi,302.7,0.705555556,35.025,2.81,Omnivore,Eutherian,Sciuridae,Spermophilus,Hudson et al. (1972),,,
970,1,9,Mammal,Rodentia,Spermophilus citellus,240,1.272,37.65,2.81,Omnivore,Eutherian,Spermophilus,Sciuridae,AnAge Data; HAGRID: 2806; Refs: 36;420;455;542;610;600,,captivity; medium sample size; acceptable quality,European ground squirrel
971,1,9,Mammal,Rodentia,Spermophilus lateralis,270.1666667,0.726666667,35.56666667,2.81,Omnivore,Eutherian,Sciuridae,Spermophilus,Hudson et al. (1972),,,
972,1,9,Mammal,Rodentia,Spermophilus mohavensis,239.5,0.622222222,37,2.81,Omnivore,Eutherian,Sciuridae,Spermophilus,Hudson et al. (1972),,,
973,1,9,Mammal,Rodentia,Spermophilus mohavensis,240,0.629,37.15,2.81,Omnivore,Eutherian,Spermophilus,Sciuridae,AnAge Data; HAGRID: 2824; Refs: 36;420;455;610;671;900,,captivity; small sample size; acceptable quality,Mohave ground squirrel
974,1,9,Mammal,Rodentia,Spermophilus richardsonii,274.5,0.736111111,35.42972973,2.81,Omnivore,Eutherian,Sciuridae,Spermophilus,Hudson et al. (1972),,,
975,1,9,Mammal,Rodentia,Spermophilus saturatus,252.2,0.9,,2.81,Omnivore,Eutherian,Sciuridae,Spermophilus,Kenagy and Vleck (1982),,,
976,1,9,Mammal,Rodentia,Spermophilus spilosoma,174.5,0.513888889,36.0047619,2.81,Omnivore,Eutherian,Sciuridae,Spermophilus,Hudson et al. (1972),,,
977,1,9,Mammal,Rodentia,Spermophilus tereticaudus,167.2,0.522222222,36.3,2.81,Omnivore,Eutherian,Sciuridae,Spermophilus,Hudson et al. (1972),,,
978,1,9,Mammal,Rodentia,Spermophilus tereticaudus,125.1,0.501,36.45,2.81,Omnivore,Eutherian,Spermophilus,Sciuridae,AnAge Data; HAGRID: 2825; Refs: 36;420;434;455;538;600;000;000,,captivity; tiny sample size; acceptable quality,Round-tailed ground squirrel
979,1,9,Mammal,Rodentia,Spermophilus townsendii,229.4,0.583333333,35.32083333,2.81,Omnivore,Eutherian,Sciuridae,Spermophilus,Hudson et al. (1972),,,
980,1,9,Mammal,Rodentia,Spermophilus tridecemlineatus,182.3,0.577777778,35.7,2.81,Omnivore,Eutherian,Sciuridae,Spermophilus,Hudson et al. (1972),,,
981,1,9,Mammal,Rodentia,Spermophilus undulatus,680,3.280555556,38,2.81,Omnivore,Eutherian,Sciuridae,Spermophilus,Casey et al. (1979),,,
982,1,1,Mammal,Rodentia,Steatomys pratensis,37.5,0.105,34.25,2.81,Herbivore,Eutherian,Steatomys,Nesomyidae,AnAge Data; HAGRID: 2739; Refs: 36;420;455;610;671,,unknown; small sample size; low quality,Fat mouse
983,1,1,Mammal,Rodentia,Steatomys pratensis,27.5,0.202777778,34.1,2.81,Herbivore,Eutherian,Nesomyidae,Steatomys,Ellison (1995),,,
984,1,9,Mammal,Rodentia,Stochomys longicaudatus,105,0.419444444,,2.81,Omnivore,Eutherian,Muridae,Stochomys,Hildwein (1972),,,
985,1,1,Mammal,Rodentia,Tachyoryctes splendens,197,0.856,36.05,2.81,Herbivore,Eutherian,Tachyoryctes,Spalacidae,AnAge Data; HAGRID: 2831; Refs: 36;420;434;455;610;600;000;000,,unknown; small sample size; low quality,East African mole rat
986,1,1,Mammal,Rodentia,Tachyoryctes splendens,191,0.841666667,35.9,2.81,Herbivore,Eutherian,Spalacidae,Tachyoryctes,McNab (1979b),,,
987,1,9,Mammal,Rodentia,Tamias alpinus,39.1,0.322222222,,2.81,Omnivore,Eutherian,Sciuridae,Tamias,Heller and Gates (1971),,,
